UID,Targets
178748,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
5170,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
93151,"[tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
85103,"[tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.)]"
74745,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(3.)]"
46041,"[tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.)]"
26248,"[tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(1.), tensor(1.)]"
64750,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(5.)]"
73553,"[tensor(5.), tensor(1.), tensor(5.), tensor(2.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(1.), tensor(4.), tensor(5.), tensor(3.), tensor(2.), tensor(1.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(2.), tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(2.), tensor(4.), tensor(2.), tensor(2.), tensor(3.), tensor(2.), tensor(2.), tensor(4.), tensor(2.), tensor(2.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(5.)]"
88428,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(1.)]"
115307,"[tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
8765,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.)]"
180177,"[tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.)]"
140406,"[tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.)]"
107329,"[tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.)]"
99743,"[tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.)]"
57789,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
43186,"[tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(1.)]"
70887,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.)]"
30713,"[tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.)]"
139932,"[tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(2.), tensor(5.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(1.), tensor(4.)]"
110322,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
145568,"[tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(4.), tensor(3.), tensor(5.), tensor(1.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(5.), tensor(3.), tensor(5.), tensor(1.), tensor(3.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(4.), tensor(1.), tensor(2.), tensor(1.), tensor(5.), tensor(5.), tensor(1.)]"
155366,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
109241,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
89204,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.)]"
91132,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
142379,"[tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(4.)]"
49927,"[tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(3.), tensor(5.)]"
140807,"[tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
173535,"[tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(2.), tensor(5.), tensor(2.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(3.), tensor(4.)]"
172910,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
43734,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(4.), tensor(5.)]"
70167,"[tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
108236,"[tensor(2.), tensor(1.), tensor(1.), tensor(3.), tensor(1.), tensor(1.), tensor(4.), tensor(5.), tensor(1.), tensor(3.), tensor(1.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(1.), tensor(2.), tensor(1.), tensor(1.), tensor(5.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(1.), tensor(2.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(1.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(5.), tensor(1.), tensor(1.), tensor(1.), tensor(1.), tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(2.), tensor(2.), tensor(2.), tensor(1.), tensor(4.), tensor(1.), tensor(1.)]"
144620,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
181030,"[tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(5.)]"
35117,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
138042,"[tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(2.), tensor(2.), tensor(2.), tensor(5.), tensor(3.), tensor(3.), tensor(2.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(1.), tensor(1.), tensor(1.), tensor(3.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(3.), tensor(4.)]"
181082,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
59649,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
92277,"[tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(2.), tensor(4.), tensor(3.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(2.), tensor(2.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(2.), tensor(5.), tensor(4.), tensor(3.), tensor(2.), tensor(3.), tensor(4.)]"
50286,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
71289,"[tensor(1.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(1.)]"
26028,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
139721,"[tensor(3.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(4.)]"
85594,"[tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
