UID,Predicts
111657,"[tensor(-0.1419), tensor(-0.1072), tensor(-0.5348), tensor(0.0835), tensor(-0.2760), tensor(0.2547), tensor(0.4792), tensor(-0.0994), tensor(-0.0661), tensor(0.0886), tensor(-0.2233), tensor(-0.1135), tensor(-0.0127), tensor(0.4153), tensor(-0.2457), tensor(0.2132), tensor(0.2387), tensor(-0.1270), tensor(-0.1159), tensor(-0.2380), tensor(0.2749), tensor(-0.0351), tensor(-0.3317), tensor(0.1216), tensor(-0.0251), tensor(0.5280), tensor(0.4179), tensor(0.5005), tensor(-0.1842), tensor(0.0824), tensor(0.2889), tensor(-0.2686), tensor(-0.1076), tensor(0.1694), tensor(0.1235), tensor(-0.1599), tensor(-0.1332), tensor(-0.3194), tensor(0.0747), tensor(-0.0233), tensor(-0.3362), tensor(-0.0808), tensor(0.2482), tensor(-0.3972), tensor(0.0864), tensor(-0.3692), tensor(0.1401), tensor(-0.1479), tensor(0.1588), tensor(-0.0479), tensor(-0.1289), tensor(0.0802), tensor(-0.1599), tensor(0.3545), tensor(-0.2791), tensor(-0.2148), tensor(0.2633), tensor(-0.2226), tensor(-0.3497), tensor(0.0612), tensor(0.3446), tensor(-0.0264), tensor(-0.1022), tensor(-0.6995), tensor(-0.0457), tensor(0.1075), tensor(0.0295), tensor(0.3755), tensor(0.1321), tensor(0.0917), tensor(-0.4727), tensor(-0.0724), tensor(0.2809), tensor(-0.0343), tensor(0.0555), tensor(0.3652), tensor(-0.2605), tensor(-0.1389), tensor(0.3974), tensor(0.1672), tensor(0.0557), tensor(-0.4435), tensor(-0.0116), tensor(-0.0043), tensor(-0.4716), tensor(-0.1952), tensor(0.0155), tensor(0.1172), tensor(0.0432)]"
175016,"[tensor(-0.5863), tensor(-0.4059), tensor(-0.1317), tensor(-0.0833), tensor(1.0533)]"
145025,"[tensor(0.0316), tensor(-0.3273), tensor(1.0730), tensor(-0.5061), tensor(0.2761), tensor(0.1358), tensor(0.2570), tensor(-0.3249), tensor(-0.3818), tensor(-0.6025), tensor(0.3200), tensor(0.9186), tensor(0.6265), tensor(-0.0789), tensor(0.4437), tensor(-0.6023), tensor(-0.3896), tensor(-0.6338), tensor(0.4635), tensor(0.2776), tensor(0.1244), tensor(0.4371), tensor(-0.4154), tensor(0.0190), tensor(0.0353)]"
19973,"[tensor(0.2173), tensor(0.1078), tensor(0.4751), tensor(-0.5099), tensor(0.1160), tensor(0.2997), tensor(-0.1901), tensor(-0.1120), tensor(0.0459), tensor(0.1681), tensor(0.7802), tensor(-0.5382), tensor(0.2020), tensor(0.2063), tensor(0.4293), tensor(-0.0670), tensor(-0.1435), tensor(0.2697), tensor(-0.4129), tensor(0.5695), tensor(0.0569), tensor(-0.6063), tensor(-0.1141), tensor(0.1634), tensor(-0.3470), tensor(-0.2577), tensor(0.1949), tensor(0.0927), tensor(-0.2475), tensor(-0.3883), tensor(-0.2451), tensor(0.4125), tensor(0.0181), tensor(-0.3748), tensor(0.0266), tensor(-0.1961), tensor(-0.2575), tensor(0.2539), tensor(0.0860), tensor(-0.0965), tensor(0.2106), tensor(0.2693), tensor(-0.4939)]"
2587,"[tensor(0.1170), tensor(-0.3440), tensor(-0.2192), tensor(0.4779), tensor(0.1773), tensor(-0.0076), tensor(0.2523), tensor(0.1467), tensor(0.6030), tensor(0.1180), tensor(0.2096), tensor(-0.4478)]"
150929,"[tensor(-0.9648), tensor(-0.2635), tensor(1.3369), tensor(0.1566), tensor(0.0424), tensor(-0.3623), tensor(0.6238), tensor(1.0471), tensor(0.4499)]"
70394,"[tensor(-0.1227), tensor(0.5255), tensor(0.2113), tensor(0.1938), tensor(0.6419), tensor(0.6913), tensor(0.6536), tensor(0.5289), tensor(0.1807), tensor(-0.4731), tensor(-0.2238)]"
125806,"[tensor(-0.4281), tensor(-0.0716), tensor(-0.1753), tensor(0.7922), tensor(-0.4919), tensor(-0.2268), tensor(-0.1095), tensor(0.4589)]"
64334,"[tensor(-0.9616), tensor(-0.1126), tensor(-1.3320), tensor(-0.9524), tensor(1.6223), tensor(-0.2600), tensor(1.3643), tensor(-0.7398), tensor(-1.2039), tensor(-0.1375), tensor(0.2111), tensor(0.8365), tensor(0.2108), tensor(1.2179), tensor(0.2171), tensor(-0.1097), tensor(0.2641)]"
163543,"[tensor(0.0849), tensor(0.3326), tensor(0.2135), tensor(0.7349), tensor(0.1736), tensor(0.7303)]"
136132,"[tensor(0.0688), tensor(-0.0306), tensor(0.5858), tensor(-0.3358), tensor(0.7467)]"
78736,"[tensor(0.2921), tensor(-0.2103), tensor(0.2348), tensor(-0.2801), tensor(0.0541)]"
69238,"[tensor(-0.2364), tensor(0.2681), tensor(0.0616), tensor(0.3208), tensor(-0.6439), tensor(-0.2039), tensor(0.0683), tensor(-0.4766), tensor(-0.4407), tensor(0.3271), tensor(-0.9024), tensor(-0.4043), tensor(0.1465), tensor(-0.4579)]"
136572,"[tensor(0.8262), tensor(-0.1304), tensor(2.2546), tensor(0.8095), tensor(0.0476)]"
165075,"[tensor(0.3200), tensor(0.5671), tensor(-0.4266), tensor(0.1744), tensor(-0.1334), tensor(0.5115), tensor(0.7071), tensor(0.3705)]"
172381,"[tensor(0.0870), tensor(-0.7884), tensor(-0.7283), tensor(0.1843), tensor(0.9042), tensor(-0.2441), tensor(-0.7757), tensor(0.1774), tensor(0.3577), tensor(0.2924), tensor(0.0304), tensor(-0.5608), tensor(-0.4922), tensor(0.0909), tensor(-0.1691), tensor(-0.1752), tensor(0.3927), tensor(-0.3250)]"
89420,"[tensor(0.2890), tensor(-0.7425), tensor(0.1005), tensor(0.0263), tensor(0.5059), tensor(0.9805), tensor(-0.2713), tensor(0.0783), tensor(-0.4688), tensor(-0.1320), tensor(0.0308), tensor(-0.2853), tensor(0.0498), tensor(0.3604), tensor(0.4685)]"
35096,"[tensor(0.8525), tensor(-0.6808), tensor(0.2086), tensor(-0.3309), tensor(-0.7889), tensor(-0.1628)]"
51521,"[tensor(-0.0735), tensor(-0.7122), tensor(0.2896), tensor(-0.1976), tensor(-0.0426), tensor(-0.0053), tensor(-0.5140), tensor(0.0409), tensor(0.3883), tensor(0.1179), tensor(-0.3687), tensor(-0.1682), tensor(0.0684), tensor(0.1702), tensor(-0.0115), tensor(0.0105), tensor(-0.1147)]"
147020,"[tensor(-0.4164), tensor(0.4418), tensor(-0.2939), tensor(-0.2327), tensor(-0.0267)]"
163950,"[tensor(0.3095), tensor(-0.4849), tensor(-0.0018), tensor(-0.8870), tensor(0.5728), tensor(-0.0958), tensor(-0.2848), tensor(-0.0561), tensor(-0.3531)]"
20742,"[tensor(0.7410), tensor(0.3941), tensor(0.3111), tensor(0.0047), tensor(0.0135), tensor(-0.0869), tensor(0.0785), tensor(-0.4475), tensor(-0.4967), tensor(-0.1278), tensor(-0.2188), tensor(-0.0888), tensor(-0.4265), tensor(-0.3117)]"
91522,"[tensor(-0.0841), tensor(-0.0642), tensor(-0.0517), tensor(0.2469), tensor(-0.9335), tensor(0.4016), tensor(0.3114), tensor(0.2756)]"
84810,"[tensor(0.1055), tensor(-0.0886), tensor(0.6607), tensor(-0.1179), tensor(-0.2606)]"
51066,"[tensor(-0.0864), tensor(-0.3417), tensor(-0.2744), tensor(0.1696), tensor(-0.1104), tensor(-0.7994), tensor(-0.0894), tensor(0.3681), tensor(0.4197), tensor(-1.0814), tensor(0.3443), tensor(-0.5550), tensor(0.0643), tensor(0.6421), tensor(0.1232), tensor(-0.5803), tensor(-0.3931), tensor(0.6607), tensor(0.3179), tensor(0.1562), tensor(-1.1770), tensor(-0.1867), tensor(-0.6347), tensor(0.1788), tensor(0.2794), tensor(0.5932), tensor(0.3320), tensor(0.4803), tensor(1.0890), tensor(-0.0561), tensor(-0.0471), tensor(0.3070), tensor(-0.2627), tensor(-0.5832), tensor(-0.0609), tensor(-0.1204), tensor(0.1814), tensor(-0.4217)]"
98047,"[tensor(-0.4743), tensor(0.1364), tensor(0.1475), tensor(0.1016), tensor(-0.3771)]"
77048,"[tensor(0.0364), tensor(0.2220), tensor(0.0558), tensor(0.0767), tensor(0.2064), tensor(0.3769), tensor(0.1491), tensor(0.4569), tensor(0.0732), tensor(0.1251), tensor(-0.2126), tensor(-0.1084)]"
108285,"[tensor(-0.4709), tensor(-0.5062), tensor(0.4656), tensor(0.0731), tensor(-1.5021), tensor(-1.2835), tensor(-0.0763), tensor(-0.0083), tensor(0.6964), tensor(0.0970), tensor(-0.0404), tensor(-0.6493), tensor(0.0197), tensor(0.9458), tensor(-0.0543), tensor(0.2141), tensor(-0.2215), tensor(-1.4622)]"
176959,"[tensor(1.3989), tensor(0.3689), tensor(1.2310), tensor(-0.8212), tensor(0.3834), tensor(-0.1649), tensor(-0.7320), tensor(-0.3087), tensor(-0.1397), tensor(-0.0916), tensor(0.8576), tensor(1.8628), tensor(-1.0709), tensor(0.1680), tensor(-0.3101), tensor(-0.1868), tensor(0.2501), tensor(-0.0366), tensor(0.4777), tensor(0.2243), tensor(-0.4767), tensor(1.0390), tensor(0.8525), tensor(-0.6671), tensor(0.6167), tensor(1.3383), tensor(0.1857), tensor(-1.5107), tensor(-0.4980), tensor(-0.0936), tensor(-0.1006), tensor(-1.1597), tensor(0.4056), tensor(1.2173), tensor(-0.7405), tensor(0.6412), tensor(-0.5069), tensor(-0.0991), tensor(0.1905), tensor(-0.3951), tensor(-0.2445), tensor(-0.9429), tensor(1.4847), tensor(-0.7150), tensor(-0.1060), tensor(-0.5424), tensor(-0.1395), tensor(0.0163), tensor(0.9329), tensor(-0.8136), tensor(-0.0527), tensor(-1.0974), tensor(-0.5044), tensor(0.3103), tensor(0.3034), tensor(-0.0981), tensor(-0.4398), tensor(0.6905), tensor(-0.2852), tensor(-0.3165), tensor(-1.5169), tensor(-1.4261), tensor(-0.9752), tensor(-1.1220), tensor(-0.1134), tensor(0.0851), tensor(-0.5507), tensor(0.4108), tensor(-0.1950), tensor(0.0238), tensor(-0.4432), tensor(-0.5832), tensor(0.0669), tensor(-0.8382), tensor(-1.8048), tensor(-0.1603), tensor(-0.1306), tensor(-0.4989), tensor(-0.1610), tensor(0.4451), tensor(0.9373), tensor(0.2006), tensor(0.3191), tensor(0.2595)]"
508,"[tensor(0.3377), tensor(-0.2696), tensor(0.4581), tensor(-0.1641), tensor(0.0705), tensor(-0.4464), tensor(0.4022), tensor(0.5586)]"
150486,"[tensor(-0.7556), tensor(0.1629), tensor(0.1493), tensor(-0.2368), tensor(-0.4252), tensor(-0.0478), tensor(-0.2904), tensor(-0.2327), tensor(-0.1495), tensor(-0.1655), tensor(-1.0158), tensor(-0.0490)]"
128008,"[tensor(-0.1522), tensor(0.1477), tensor(0.0256), tensor(0.0543), tensor(-0.3468)]"
108008,"[tensor(0.5333), tensor(0.3652), tensor(-0.1218), tensor(0.1603), tensor(0.0645), tensor(0.0985), tensor(0.3165)]"
62440,"[tensor(0.5264), tensor(0.2306), tensor(0.0890), tensor(-0.3245), tensor(0.2289), tensor(-0.2045), tensor(-0.4285), tensor(-0.3779), tensor(-0.0936), tensor(-0.6977), tensor(-0.6962), tensor(0.2059), tensor(-0.0974), tensor(0.2030), tensor(-0.1946), tensor(0.1144), tensor(-0.3688), tensor(0.2399), tensor(-0.1777), tensor(-0.2317), tensor(0.0116), tensor(0.0769), tensor(-0.7115), tensor(-0.0304), tensor(-0.2269), tensor(0.0341), tensor(-0.3329), tensor(-0.3466), tensor(0.5641), tensor(-0.3005), tensor(0.2267), tensor(-0.3646), tensor(0.1722), tensor(-0.1254), tensor(-0.4654), tensor(-0.2749), tensor(0.5658), tensor(0.6671), tensor(0.0320), tensor(-0.9122), tensor(0.1460), tensor(0.0204), tensor(-0.0732), tensor(-0.4686), tensor(0.3201), tensor(0.4614), tensor(-0.1728), tensor(0.0553), tensor(-0.5537), tensor(0.4631), tensor(-0.0014), tensor(0.1172), tensor(0.0850), tensor(0.2408), tensor(0.7392), tensor(0.2956), tensor(-0.1360), tensor(0.4279), tensor(-0.0900), tensor(-0.7314), tensor(0.5874), tensor(-0.2565), tensor(0.2016), tensor(0.1922), tensor(-0.1504), tensor(-0.1672), tensor(0.3498), tensor(0.2130), tensor(-0.2381), tensor(-0.0827), tensor(0.1920), tensor(-0.7688), tensor(-0.0253), tensor(-0.1249), tensor(0.1017), tensor(-0.3081), tensor(-0.3342), tensor(0.0134), tensor(0.0997), tensor(-0.9805)]"
128900,"[tensor(0.7088), tensor(0.3438), tensor(-0.3680), tensor(-0.0684), tensor(0.5520)]"
124733,"[tensor(-1.0478), tensor(-0.5449), tensor(-0.1096), tensor(-0.1800), tensor(-0.0303), tensor(-0.2446), tensor(0.1040), tensor(0.0709), tensor(0.0454), tensor(0.0026), tensor(-0.1583), tensor(0.6643)]"
85633,"[tensor(0.0460), tensor(0.0974), tensor(0.3655), tensor(-0.3253), tensor(-0.4496), tensor(-0.1494), tensor(-0.1784), tensor(0.1297)]"
51084,"[tensor(0.6156), tensor(0.4559), tensor(-1.2429), tensor(-0.1804), tensor(0.3315), tensor(-0.1071), tensor(-0.0475), tensor(-0.2192), tensor(0.2717), tensor(1.2354), tensor(-0.4319), tensor(0.1851), tensor(-0.4726), tensor(0.6211), tensor(-0.4304), tensor(-0.4237), tensor(0.7318), tensor(-1.3147), tensor(0.1651), tensor(0.3704), tensor(-0.0268), tensor(0.6927), tensor(-0.1754), tensor(0.0944), tensor(0.3804), tensor(1.3763), tensor(-0.1362), tensor(0.5277), tensor(-0.7006), tensor(-0.0149), tensor(0.1469), tensor(0.4827), tensor(0.4205), tensor(0.0112)]"
52696,"[tensor(0.3126), tensor(0.4343), tensor(0.3768), tensor(-0.5097), tensor(0.6975), tensor(-0.8078), tensor(-0.1079)]"
25542,"[tensor(-0.0376), tensor(0.2118), tensor(-0.4389), tensor(-0.1978), tensor(-0.4917), tensor(-0.1890), tensor(0.5031), tensor(0.6291), tensor(-1.4067), tensor(0.9266), tensor(-0.1516), tensor(1.0092), tensor(0.3843), tensor(-0.2566), tensor(0.2129), tensor(0.7760), tensor(-0.7638), tensor(-0.5082), tensor(0.1487), tensor(0.4323), tensor(-1.5767), tensor(-0.2299), tensor(-0.3574), tensor(0.2523), tensor(0.4537), tensor(0.1509), tensor(-0.8295)]"
173659,"[tensor(0.2748), tensor(0.1197), tensor(-0.2140), tensor(0.5857), tensor(-0.3235)]"
88135,"[tensor(-0.0509), tensor(0.6234), tensor(-0.0715), tensor(-0.4421), tensor(0.4136), tensor(-0.0111), tensor(0.4894), tensor(0.6095), tensor(0.3728), tensor(0.3546), tensor(0.1328), tensor(0.1663), tensor(0.0267), tensor(0.0239), tensor(0.2113), tensor(0.2236), tensor(0.2341), tensor(0.0580), tensor(-0.1651)]"
42591,"[tensor(0.5912), tensor(0.2739), tensor(-0.2711), tensor(0.3860), tensor(-0.1187), tensor(-0.5238), tensor(0.7007), tensor(0.3912), tensor(0.0981), tensor(0.2278), tensor(-0.0243), tensor(0.4406), tensor(0.1218), tensor(-0.3263), tensor(-0.2432), tensor(-0.4207), tensor(-0.5022), tensor(-0.6951), tensor(0.1265), tensor(0.2002), tensor(0.3129), tensor(0.6501), tensor(-0.4968), tensor(-0.6036), tensor(0.2725), tensor(0.0463), tensor(-1.3562), tensor(0.4954), tensor(-0.4583), tensor(-0.5367), tensor(-0.5873), tensor(-0.1928)]"
148270,"[tensor(0.1644), tensor(-1.1830), tensor(0.0086), tensor(0.8541), tensor(0.8245), tensor(-0.0581), tensor(-0.5104)]"
73484,"[tensor(0.2224), tensor(0.1472), tensor(0.2842), tensor(-0.3053), tensor(0.2118), tensor(-0.0512), tensor(1.0278), tensor(-0.0700), tensor(0.1979), tensor(-0.7712), tensor(0.2429), tensor(0.2893), tensor(-0.3806), tensor(-0.7683), tensor(-0.6488), tensor(0.1931), tensor(0.4488), tensor(-0.2099), tensor(0.0310), tensor(-0.2684), tensor(-0.7660), tensor(-0.4061)]"
31791,"[tensor(-0.2615), tensor(-0.1099), tensor(0.0050), tensor(-0.0593), tensor(-0.2110), tensor(-0.3382), tensor(-0.2388), tensor(-0.0303), tensor(-0.0006), tensor(-0.1411), tensor(0.1151), tensor(0.2015), tensor(-0.0982)]"
16827,"[tensor(-0.3134), tensor(-0.9364), tensor(-0.2067), tensor(0.4241), tensor(-0.7422), tensor(-0.0018), tensor(-0.1308), tensor(-0.5113)]"
5303,"[tensor(0.3704), tensor(0.0836), tensor(0.5188), tensor(-0.1851), tensor(-0.0022)]"
180758,"[tensor(-0.6315), tensor(-0.2470), tensor(0.2874), tensor(0.1411), tensor(0.0214), tensor(0.1405), tensor(-0.2708), tensor(0.1929), tensor(-0.1828), tensor(0.0303), tensor(0.0033), tensor(0.0290)]"
7323,"[tensor(0.3001), tensor(0.0747), tensor(0.1083), tensor(0.3162), tensor(-0.9026), tensor(0.3307), tensor(-0.3486), tensor(-0.1419), tensor(0.2045)]"
132869,"[tensor(-0.3009), tensor(0.4070), tensor(0.7084), tensor(0.2921), tensor(-0.4571), tensor(0.0255), tensor(0.5682), tensor(-0.8679), tensor(-0.3081), tensor(0.5110), tensor(-0.5669), tensor(0.2868), tensor(0.1210)]"
76157,"[tensor(0.4727), tensor(0.4817), tensor(-0.2998), tensor(-0.1639), tensor(-0.4812)]"
39513,"[tensor(-0.0769), tensor(0.3281), tensor(0.4879), tensor(1.1287), tensor(-0.5489)]"
89186,"[tensor(-0.6333), tensor(0.0841), tensor(0.1532), tensor(-0.1912), tensor(-0.3130), tensor(0.1269), tensor(-0.2167), tensor(0.5065), tensor(-0.2734), tensor(0.5479)]"
157715,"[tensor(0.6670), tensor(-0.1960), tensor(0.3328), tensor(-0.0052), tensor(-0.1415), tensor(-0.1605), tensor(0.0111), tensor(0.0137), tensor(0.4240), tensor(0.3171), tensor(0.2836), tensor(0.0184), tensor(-0.2482)]"
4506,"[tensor(0.3652), tensor(-0.5353), tensor(-0.7468), tensor(0.2192), tensor(-0.0843), tensor(-0.1542), tensor(0.1502), tensor(0.4721), tensor(-0.0308), tensor(0.0009), tensor(-0.2876), tensor(0.0998), tensor(-0.3735), tensor(0.0929), tensor(-0.6698), tensor(0.3244), tensor(-0.0655), tensor(-0.1084), tensor(-0.1577), tensor(0.2296), tensor(0.4153), tensor(-0.1613)]"
92859,"[tensor(0.1086), tensor(-0.0333), tensor(-0.3734), tensor(-0.3307), tensor(-0.1649), tensor(-0.0908), tensor(0.3811), tensor(0.2488), tensor(-0.1135), tensor(0.2775), tensor(-0.3831), tensor(0.3958), tensor(-0.4797), tensor(-0.5844), tensor(-0.2443), tensor(-0.0168), tensor(-0.6004), tensor(0.0388)]"
18861,"[tensor(-0.4247), tensor(0.1054), tensor(0.2133), tensor(0.0936), tensor(-0.1051), tensor(0.2393), tensor(-0.2605), tensor(-0.1179), tensor(-0.1166)]"
110662,"[tensor(0.2213), tensor(-0.6446), tensor(-0.3328), tensor(0.4404), tensor(0.6504), tensor(-0.6145)]"
34711,"[tensor(0.6428), tensor(-0.2373), tensor(-1.0276), tensor(-1.0192), tensor(-0.6349), tensor(0.8406), tensor(-0.7637), tensor(-0.4547), tensor(-0.2057), tensor(-0.4850), tensor(-0.2485), tensor(-0.2021), tensor(-0.5455)]"
59026,"[tensor(0.2935), tensor(0.5177), tensor(0.8198), tensor(-1.2396), tensor(0.5012), tensor(-0.4198), tensor(0.9390), tensor(-0.0349)]"
66671,"[tensor(-0.3685), tensor(-0.2284), tensor(0.3913), tensor(-0.9025), tensor(-0.1016), tensor(0.2298), tensor(0.6590), tensor(-0.8851), tensor(-0.0592), tensor(0.5700)]"
78298,"[tensor(-0.1446), tensor(0.0121), tensor(0.0907), tensor(0.3151), tensor(-0.3288), tensor(-0.4218), tensor(-1.5654), tensor(-0.2494), tensor(0.0715), tensor(-0.4313), tensor(-0.3565), tensor(0.7446), tensor(-0.7710), tensor(2.1815), tensor(-0.1342), tensor(0.0310), tensor(-0.1856), tensor(-0.3281), tensor(0.7386), tensor(-0.3508), tensor(0.5094), tensor(0.8138), tensor(0.8209)]"
23126,"[tensor(0.3154), tensor(-0.1269), tensor(0.0484), tensor(0.3233), tensor(0.3413), tensor(-0.2545)]"
106769,"[tensor(0.8985), tensor(0.4056), tensor(0.3272), tensor(0.4549), tensor(-0.1981), tensor(0.3613), tensor(1.5834), tensor(-0.0896), tensor(-1.1138), tensor(1.1413), tensor(-0.3688), tensor(-1.1477), tensor(0.2168), tensor(-0.3697), tensor(0.4165), tensor(-0.4292), tensor(-1.1666), tensor(0.0037), tensor(0.9445), tensor(0.5012), tensor(0.1223), tensor(0.2139), tensor(-0.2865), tensor(-1.1443), tensor(-0.2536), tensor(0.4513), tensor(-0.4178), tensor(-0.2873), tensor(-0.6083), tensor(0.3616), tensor(-0.0091)]"
170633,"[tensor(-0.0564), tensor(-0.2505), tensor(0.3526), tensor(0.9750), tensor(0.0523)]"
75625,"[tensor(0.0825), tensor(-0.0905), tensor(-0.6670), tensor(-0.3787), tensor(0.3137), tensor(0.4865), tensor(0.9935), tensor(-0.9760)]"
101043,"[tensor(-0.2187), tensor(-0.4064), tensor(0.0634), tensor(-0.6101), tensor(0.3432), tensor(-0.0458), tensor(-0.3310), tensor(-0.3937)]"
54117,"[tensor(-0.6405), tensor(-0.0957), tensor(-0.8781), tensor(1.1932), tensor(-1.2858), tensor(0.4780), tensor(-1.0845)]"
10459,"[tensor(0.1116), tensor(-0.5169), tensor(-0.2660), tensor(-0.1751), tensor(-0.0641)]"
28246,"[tensor(-0.0967), tensor(-0.2698), tensor(-1.1621), tensor(0.2834), tensor(-0.2779)]"
24456,"[tensor(0.1733), tensor(0.1176), tensor(0.2334), tensor(-0.0114), tensor(-0.5153), tensor(0.1094), tensor(0.5958)]"
162426,"[tensor(-0.0862), tensor(0.5503), tensor(0.0464), tensor(0.7901), tensor(-0.5928), tensor(0.8637), tensor(0.3949), tensor(-0.1719), tensor(-0.5161), tensor(0.2676)]"
170573,"[tensor(-0.6441), tensor(0.4701), tensor(-0.8463), tensor(-0.6361), tensor(0.1650), tensor(0.1508), tensor(-0.2158), tensor(-0.0599), tensor(-0.4278)]"
85287,"[tensor(-0.4962), tensor(-0.4355), tensor(-0.7012), tensor(0.2254), tensor(-0.2742)]"
23753,"[tensor(-0.3996), tensor(-0.8274), tensor(0.0709), tensor(0.3617), tensor(1.0227), tensor(-0.0903), tensor(0.3229), tensor(-0.3718), tensor(0.1528), tensor(-0.5077), tensor(0.5589), tensor(0.0282), tensor(0.1237)]"
60492,"[tensor(0.0225), tensor(-0.1464), tensor(-0.1780), tensor(-0.1549), tensor(-0.0005), tensor(-0.2181), tensor(-0.5830), tensor(-0.5839)]"
99770,"[tensor(0.0234), tensor(0.3589), tensor(0.5970), tensor(0.0595), tensor(-0.0689), tensor(1.0903), tensor(-0.0756), tensor(0.9643), tensor(0.1977), tensor(0.6979), tensor(-0.0820), tensor(1.3357), tensor(-0.2402), tensor(0.5733), tensor(0.5256), tensor(0.1196), tensor(0.4205), tensor(0.5873), tensor(-0.2890), tensor(-1.5170), tensor(-0.6388), tensor(-0.6034), tensor(0.0060), tensor(-0.3952), tensor(-0.1197), tensor(0.5860), tensor(-0.7846), tensor(0.1687), tensor(0.3676), tensor(-0.0626), tensor(1.3438), tensor(0.1668), tensor(-0.2257), tensor(-0.3954), tensor(0.5934), tensor(-0.4850), tensor(0.8690), tensor(0.2101), tensor(-0.6555), tensor(-0.1740), tensor(0.1836), tensor(0.0989), tensor(-0.5304), tensor(0.5596), tensor(0.2933), tensor(-0.6528), tensor(-0.6756)]"
12007,"[tensor(-0.0974), tensor(0.0391), tensor(-0.2218), tensor(0.5796), tensor(0.2869), tensor(0.2089), tensor(-0.9547), tensor(1.3431)]"
162551,"[tensor(-0.4083), tensor(-0.1445), tensor(0.5092), tensor(0.3051), tensor(-0.5888), tensor(-0.4563), tensor(0.3197), tensor(-0.2020), tensor(-0.1737), tensor(0.1018), tensor(-0.1856), tensor(-0.2640), tensor(0.2807), tensor(-0.6973), tensor(0.1476), tensor(0.0541), tensor(0.0244), tensor(0.4809), tensor(-0.1050), tensor(-0.0913), tensor(-0.0691), tensor(0.0982), tensor(-0.0964)]"
72346,"[tensor(0.2474), tensor(-0.2412), tensor(0.1748), tensor(-0.3765), tensor(-0.3067), tensor(-0.1683), tensor(0.4903), tensor(-0.2893), tensor(-0.0909), tensor(-0.2848), tensor(0.0568), tensor(0.0995), tensor(-0.5411), tensor(-0.4081), tensor(-0.2712), tensor(-0.2084), tensor(0.2001), tensor(0.2542)]"
105009,"[tensor(-0.0778), tensor(-0.0641), tensor(0.0743), tensor(0.3660), tensor(-0.4953), tensor(0.3182), tensor(-0.3839), tensor(-0.0323), tensor(-0.6318), tensor(-0.7448), tensor(0.3450), tensor(0.1062), tensor(0.3310), tensor(0.2004), tensor(-0.1924), tensor(-0.0678), tensor(0.5542), tensor(0.2202), tensor(0.2397), tensor(0.5685), tensor(-0.0899), tensor(0.0374), tensor(0.5031), tensor(0.6484), tensor(0.1092), tensor(0.4412), tensor(-0.2710), tensor(-0.1725), tensor(0.0252), tensor(-0.4111), tensor(0.4323), tensor(0.6846), tensor(-0.4876), tensor(-0.3322), tensor(0.2188), tensor(0.1195), tensor(-0.3118), tensor(0.2944), tensor(0.6079), tensor(0.0522), tensor(-0.1697), tensor(-0.6367), tensor(-0.4997), tensor(0.2245), tensor(-0.2546), tensor(0.3129)]"
136504,"[tensor(-0.0409), tensor(0.0889), tensor(-0.1446), tensor(-0.1209), tensor(0.0401), tensor(0.2822), tensor(0.2793), tensor(0.4153), tensor(-0.2583), tensor(-0.1916), tensor(-0.1826), tensor(-0.3222), tensor(0.0617), tensor(0.0207), tensor(0.4579), tensor(0.1443), tensor(0.0576), tensor(-0.2211), tensor(0.0470), tensor(0.0499), tensor(-0.5575), tensor(-0.5182), tensor(0.1524), tensor(-0.2827), tensor(0.3506), tensor(-0.0674), tensor(0.1023), tensor(0.0502), tensor(-0.0038), tensor(-0.3003)]"
31537,"[tensor(0.1728), tensor(-0.1725), tensor(-0.0925), tensor(0.1340), tensor(-0.7591), tensor(0.2040), tensor(1.0776)]"
23072,"[tensor(0.4600), tensor(-0.2507), tensor(0.4075), tensor(-0.4880), tensor(0.6319), tensor(-0.3555), tensor(-0.3784), tensor(-0.1626)]"
135049,"[tensor(0.3883), tensor(0.5184), tensor(-0.2922), tensor(-0.3949), tensor(0.5377), tensor(-0.3480), tensor(0.3664), tensor(-0.2496), tensor(-0.1157), tensor(-1.2414), tensor(0.1029), tensor(-0.7340), tensor(0.3871)]"
59386,"[tensor(-0.1705), tensor(1.2580), tensor(0.8943), tensor(0.0107), tensor(0.0531), tensor(-1.2171), tensor(-0.4356), tensor(0.5557), tensor(-1.2090), tensor(1.5542), tensor(-0.6084), tensor(0.2399), tensor(-0.1990), tensor(1.3565)]"
129960,"[tensor(0.2025), tensor(-0.0032), tensor(-0.4680), tensor(0.4445), tensor(0.1766), tensor(0.4326), tensor(-0.3428)]"
179695,"[tensor(-0.4114), tensor(-0.5771), tensor(-0.6455), tensor(-0.2445), tensor(0.1347), tensor(-0.4392)]"
59272,"[tensor(-0.0985), tensor(0.1214), tensor(-0.5054), tensor(0.1469), tensor(-0.1426)]"
81763,"[tensor(0.3821), tensor(0.3312), tensor(0.2310), tensor(0.7532), tensor(-0.8242), tensor(0.0090), tensor(-0.5777), tensor(-0.4955), tensor(-0.6308), tensor(0.0725), tensor(0.1298), tensor(0.5895), tensor(-0.0091), tensor(-0.2343), tensor(0.7323)]"
